E09000006,Bromley,57,South Asian language: Tamil,1109
E09000006,Bromley,58,South Asian language: Malayalam,424
E09000006,Bromley,59,South Asian language: Sinhala,100
E09000006,Bromley,60,South Asian language: Nepalese,143
E09000006,Bromley,61,South Asian language: Any other South Asian language,216
E09000006,Bromley,62,East Asian language: Mandarin Chinese,298
E09000006,Bromley,63,East Asian language: Cantonese Chinese,396
E09000006,Bromley,64,East Asian language: All other Chinese,884
E09000006,Bromley,65,East Asian language: Japanese,254
E09000006,Bromley,66,East Asian language: Korean,35
E09000006,Bromley,67,East Asian language: Vietnamese,114
E09000006,Bromley,68,East Asian language: Thai,137
E09000006,Bromley,69,East Asian language: Malay,25
E09000006,Bromley,70,East Asian language: Tagalog or Filipino,595
E09000006,Bromley,71,East Asian language: Any other East Asian language,47
E09000006,Bromley,72,Oceanic or Australian language,1
E09000006,Bromley,74,Caribbean Creole: English-based Caribbean Creole,5
E09000006,Bromley,75,Caribbean Creole: Any other Caribbean Creole,7
E09000006,Bromley,76,African language: Amharic,66
E09000006,Bromley,77,African language: Tigrinya,54
E09000006,Bromley,78,African language: Somali,147
E09000006,Bromley,79,African language: Krio,10
E09000006,Bromley,80,African language: Akan,99
E09000006,Bromley,81,African language: Yoruba,99
E09000006,Bromley,82,African language: Igbo,105
E09000006,Bromley,83,African language: Swahili or Kiswahili,24
E09000006,Bromley,84,African language: Luganda,15
E09000006,Bromley,85,African language: Lingala,17
E09000006,Bromley,86,African language: Shona,52
E09000006,Bromley,87,African language: Afrikaans,113
E09000006,Bromley,88,African language: Any other Nigerian language,31
E09000006,Bromley,89,African language: Any other West African language,58
E09000006,Bromley,90,African language: Any other African language,63
E09000006,Bromley,91,Sign language: British Sign Language,154
E09000006,Bromley,92,Sign language: Any other sign language,5
E09000006,Bromley,93,Sign language: Any sign communication system,15
E09000006,Bromley,94,Other language,37
E09000007,Camden,1,English (English or Welsh in Wales),160655
E09000007,Camden,2,Welsh or Cymraeg (in England only),63
E09000007,Camden,3,Other UK language: Gaelic (Irish),8
E09000007,Camden,4,Other UK language: Gaelic (Scottish),3
E09000007,Camden,6,Other UK language: Gaelic (Not otherwise specified),4
E09000007,Camden,8,Other UK language: Scots,2
E09000007,Camden,10,Other UK language: Romany English,18
E09000007,Camden,12,French,4538
E09000007,Camden,13,Portuguese,1998
E09000007,Camden,14,Spanish,3521
E09000007,Camden,15,Other European language (EU): Italian,3080
E09000007,Camden,16,Other European language (EU): German,1273
E09000007,Camden,17,Other European language (EU): Polish,1036
